Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Media-VbaiImagingMediaExample.json	647	3	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication.json	433	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	151	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-plan-definition.json	2101	7	0	0	0	0	0	362	0	328	0	0	0	0	0	0	0	1	0	0	415	2428	0	0	0	0	12	0	1
fsh-generated/resources/CodeSystem-gender-identity.json	1469	4	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	132	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-smoking.json	611	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	140	0	0	0	0	3	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionMoodExample.json	9198	10	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	40	21	0	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-vbai-consent.json	2803	8	0	0	0	0	0	206	0	181	0	0	1	0	0	0	0	1	1	0	313	970	0	0	0	0	10	0	0
fsh-generated/resources/Questionnaire-PHQ9schema.json	3161	7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	65	17	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-gender-identity.json	490	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	140	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-Session.json	1001	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-patient.json	1217	4	0	0	0	0	0	305	0	266	0	0	0	0	0	0	0	1	0	0	377	1809	0	0	0	0	11	0	1
fsh-generated/resources/ValueSet-survey-options.json	459	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	137	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-GeneralInformation.json	2200	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	52	28	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-dsm5-phobia.json	411	3	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	143	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-condition.json	1952	6	0	0	0	0	0	158	0	143	0	0	0	0	0	0	0	1	0	0	197	854	0	0	0	0	6	0	1
fsh-generated/resources/CodeSystem-Who-Completed-Survey.json	794	3	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	7	142	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionNeurologyExample.json	3755	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-smoking-types.json	444	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	132	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-enrollment-institution.json	614	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	171	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-vbai-encounter.json	1660	6	0	0	0	0	0	279	0	252	0	0	1	0	0	0	0	1	0	0	355	1391	0	0	0	0	14	0	0
fsh-generated/resources/CodeSystem-iatrogenic.json	763	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	123	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-Enrollment.json	12531	19	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	1	0	0	225	31	0	0	0	0	6	0	0
fsh-generated/resources/Observation-VbaiVitalSignsExample.json	890	4	1	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-vbai-vital-signs.json	1943	6	0	0	0	0	0	257	0	212	0	0	0	0	0	0	0	0	0	0	313	1362	0	0	0	0	11	0	0
fsh-generated/resources/Questionnaire-VocalFoldParalysis.json	6391	14	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	244	23	0	0	1	0	5	0	0
fsh-generated/resources/ValueSet-immigration-status.json	2580	7	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	15	196	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-medication.json	1177	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	124	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-drink-number.json	445	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	139	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionVoiceExample.json	3886	5	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	18	12	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-glottic-gap.json	413	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	133	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-financial-assistance.json	2029	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	206	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-household-makeup.json	2098	6	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	208	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-surgery-sub-category.json	572	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	121	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-decline-reason.json	452	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	130	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ContactInformation.json	1257	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-drink-number.json	658	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	160	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-immigration-status.json	995	4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	9	116	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionExample.json	16130	16	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	66	18	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-financial-assistance.json	964	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	117	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-AddendumCombinedPDF.json	513	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-dsm5-q4.json	391	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	140	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ent-history.json	437	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	133	0	0	0	0	0	0	0
fsh-generated/resources/Condition-VbaiConditionExample.json	681	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-employment-status.json	1070	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	120	0	0	0	0	1	0	0
fsh-generated/resources/Patient-VbaiPatientExample.json	437	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-waveform-device.json	1334	5	0	0	0	0	0	219	0	181	0	0	0	0	0	0	0	0	0	0	243	833	0	0	0	0	6	0	1
fsh-generated/resources/CodeSystem-dsm5-q3.json	849	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	117	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-enrollment-complete.json	477	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	127	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-household-status.json	936	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	114	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-vbai-imaging-study.json	2210	16	0	0	0	0	0	210	0	164	0	0	0	0	0	0	0	1	0	0	239	800	0	0	0	0	8	1	0
fsh-generated/resources/CodeSystem-dsm5-phobia.json	711	3	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	7	119	0	0	0	0	4	0	0
fsh-generated/resources/ValueSet-disability-type.json	2666	8	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	201	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-dsm5-q2.json	391	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	140	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-checked-unchecked.json	460	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	138	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-disability-status.json	735	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	141	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-AcousticTask.json	1229	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	42	11	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-thyroplasty.json	510	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	118	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-VoicePerception.json	953	3	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-VbaiQuestionnaireConfoundersExample.json	18931	28	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	253	44	0	0	0	0	11	0	1
fsh-generated/resources/ValueSet-sweat.json	408	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	146	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-menstration-menopause.json	710	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	113	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vocal-activity.json	452	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	132	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-disability-status.json	1596	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	11	187	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-imaging-media.json	2408	7	0	0	0	0	0	140	0	99	0	0	0	0	0	0	0	0	0	0	147	508	0	0	0	0	5	0	0
fsh-generated/resources/CodeSystem-dsm5.json	749	3	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	7	120	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-AddendumWCM.json	3786	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	66	13	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Highest-Education.json	4407	11	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	25	255	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-surgery-sub-category.json	457	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	133	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vocal-fold-injection-augmentation.json	521	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	138	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-select-language.json	459	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	144	0	0	0	0	7	0	0
fsh-generated/resources/Media-VbaiWaveformMediaExample.json	651	3	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-employment-status.json	2800	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	195	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-CustomAffectScaleQuestionnaire.json	2721	7	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	73	14	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-dsm5-q4.json	802	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	121	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-menstration-menopause.json	486	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	138	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-fluent-language.json	745	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	123	0	0	0	0	0	0	0
fsh-generated/resources/Consent-VbaiConsentExample.json	913	3	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-smoking.json	415	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	131	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-child-education.json	2563	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	118	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-EligibleStudies.json	7758	10	1	0	0	0	0	0	1	64	0	0	0	0	0	0	0	0	0	0	137	20	0	0	1	0	4	0	0
fsh-generated/resources/Questionnaire-AddendumWCMResearcherStatement.json	892	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	32	10	0	0	0	0	4	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionPedsExample.json	5467	5	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	4	0	0
fsh-generated/resources/Questionnaire-PANASQuestionnaire.json	2033	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	63	12	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-household-makeup.json	865	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	120	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-sweat.json	628	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	5	113	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-comments.json	515	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	114	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-dsm5-q5.json	912	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	114	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-marital-status.json	1148	5	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	114	0	0	0	0	0	0	1
fsh-generated/resources/ValueSet-whocompletedsurvey.json	1284	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	215	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-fluent-language.json	448	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	132	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-MainICF.json	2454	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	63	11	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-degree.json	476	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	117	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-smoking-times.json	448	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	131	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-session.json	495	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	127	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-thyroplasty.json	414	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	132	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-left-right.json	407	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	128	0	0	0	0	0	0	0
fsh-generated/resources/Observation-VbaiBodyWeightExample.json	881	3	1	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ent-history.json	5023	18	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	1	0	0	32	119	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-VoiceProblemSeverity.json	961	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	29	9	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-consent-status.json	461	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	141	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-neurological-history.json	1442	5	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	13	118	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-adhd.json	374	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	130	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Yes-No-Some.json	725	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	112	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-vocal-fold-injection-augmentation.json	731	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	115	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-treatment.json	571	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	116	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-dsm5-q2.json	866	4	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	110	0	0	0	0	1	0	0
fsh-generated/resources/Encounter-VbaiEncounterExample.json	571	2	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-enrollment-select-language.json	641	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	113	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-whodas.json	410	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	122	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-whodas.json	695	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	121	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-transportation-type.json	989	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	114	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-acoustic-task-status.json	541	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	105	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-psychiatric-history.json	2043	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	115	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dsm5-q3.json	391	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	128	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-reading-ability.json	708	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	116	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-treatment.json	404	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	130	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-consent-status.json	618	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	112	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-acoustic-task-status.json	460	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	129	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-session.json	401	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	130	0	0	1	0	0	0	0
fsh-generated/resources/Questionnaire-ADHDQuestionnaire.json	5737	8	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	95	16	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-adhd.json	652	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	115	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-etiology.json	399	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	131	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-VbaiQuestionnaireDemographicExample.json	8283	24	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	166	914	0	0	0	0	5	0	0
fsh-generated/resources/Questionnaire-Recording.json	1540	7	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	53	12	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-dsm5.json	374	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	130	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-VHI10.json	2904	7	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	68	13	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-disability-type.json	997	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	131	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-reading-ability.json	457	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	137	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ptsd.json	374	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	133	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-GAD7schema.json	2117	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	47	12	0	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-smoking-types.json	877	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	117	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-psychiatric-history.json	477	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	134	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dsm5-q5.json	391	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	206	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-enroll.json	529	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	114	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-recording.json	410	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	468	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-neurological-history.json	481	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	126	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-vbai-body-weight.json	2255	7	0	0	0	0	0	287	0	231	0	0	0	0	0	0	0	1	0	0	347	1512	0	0	0	0	10	0	1
fsh-generated/resources/Questionnaire-MainICFResearcherStatement.json	888	3	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	31	8	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-comments.json	399	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	126	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-marital-status.json	438	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	124	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-enrollment-complete.json	619	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	114	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-tumor-rln.json	403	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	131	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-left-right.json	497	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	120	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-consent-usf-question.json	1112	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	111	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-enrollment-institution.json	492	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	138	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-etiology.json	654	3	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	111	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-yes-no-not-certain.json	443	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	126	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-drinking-times.json	763	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	113	0	0	0	1	8	0	0
fsh-generated/resources/Questionnaire-PTSD.json	3725	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	78	11	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-decline-reason.json	950	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	119	0	0	0	0	0	0	0
