URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-observation-category-ed,1.3.0,active,,MimicObservationCategoryED,MIMIC-ED Observation Resource Category Value Set,"Selected codes from the ObservationCategoryCodes value set.",,"THO"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-observation-type-ed,1.3.0,active,,MimicObservationTypeED,MIMIC-ED Observation Resource Types Value Set,"Selected codes from LOINC that represent values from the triage table in MIMIC-ED.",,"LOINC"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-observation-type-vital,1.3.0,active,,MimicObservationTypeVital,MIMIC-ED Observation Resource Types Value Set,"Selected codes from LOINC that represent values from the triage or vitalsigns tables of MIMIC-ED.",,"LOINC"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-outputevents-d-items,1.3.0,draft,,MimicOutputeventsDItems,MimicOutputeventsDItems,"The item codes for outputevents used in MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-procedure-category,1.3.0,draft,,MimicProcedureCategory,MimicProcedureCategory,"The procedure category codes for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-procedure-icd,1.3.0,draft,,MimicProcedureIcd,MimicProcedureIcd,"The procedure ICD9 and ICD10 codes for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-procedure-types-ed,1.3.0,active,,MimicProcedureTypesED,MIMIC-ED Procedure Code Types Value Set,"Selected codes from SNOMED CT that represent either triage or vitalsign measurements.",,"SCT"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-procedureevents-d-items,1.3.0,draft,,MimicProcedureeventsDItems,MimicProcedureeventsDItems,"The procedure item codes used in the ICU for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-services,1.3.0,draft,,MimicServices,MimicServices,"The hospital services for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-specimen-type,1.3.0,draft,,MimicSpecimenType,MimicSpecimenType,"The specimen type codes for both lab and micro specimen for MIMIC",,"Internal"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-unit-quantity,1.3.0,active,,MimicQuantityUnit,MIMIC-ED Observation Quantity Units Value Set,"Selected codes from UCUM that represent quantity units.",,"UCUM"
http://mimic.mit.edu/fhir/mimic/ValueSet/mimic-units,1.3.0,draft,,MimicUnits,MimicUnits,"The units used throughout MIMIC",,"Internal"
